Timestamp,Substation_ID,Asset_ID,Voltage_V,Current_A,Power_kW,Frequency_Hz,Energy_Consumed_kWh,Load_Type,Fault_Event,Reconfig_Action,Asset_Type
5/1/2025 4:04,SS_001,TR_01,232.04,4.89,1.13,50.21,0.0188,Residential,None,None,Transformer
5/1/2025 4:05,SS_002,SW_01,232.36,10.77,2.5,50.2,0.0417,Residential,None,None,Switch
5/1/2025 4:06,SS_001,SW_01,238.33,13.04,3.11,49.63,0.0518,Commercial,None,None,Switch
5/1/2025 4:07,SS_002,SM_01,223.6,8.13,1.82,50.01,0.0303,Industrial,None,None,SmartMeter
5/1/2025 4:08,SS_002,SM_01,232.59,7.82,1.82,50.04,0.0303,Commercial,None,None,SmartMeter
5/1/2025 4:09,SS_001,SM_01,226.22,8.17,1.85,49.72,0.0308,Industrial,None,None,SmartMeter
5/1/2025 4:10,SS_001,SM_01,225.38,5.94,1.34,49.8,0.0223,Commercial,None,None,SmartMeter
5/1/2025 4:11,SS_001,SM_01,235.27,7.15,1.68,50.53,0.028,Residential,Overload,Load_Balance,SmartMeter
5/1/2025 4:12,SS_002,SW_01,232.47,10.55,2.45,49.83,0.0408,Residential,None,None,Switch
5/1/2025 4:13,SS_001,SM_01,233.5,8.27,1.93,50.02,0.0322,Commercial,Outage,Load_Balance,SmartMeter
5/1/2025 4:14,SS_002,SM_01,242.8,9.71,2.36,50.23,0.0393,Industrial,None,None,SmartMeter
5/1/2025 4:15,SS_002,SM_01,226.48,9.9,2.24,50.35,0.0373,Industrial,None,None,SmartMeter
5/1/2025 4:16,SS_002,SW_01,226.87,15.44,3.5,50.14,0.0583,Commercial,None,None,Switch
5/1/2025 4:17,SS_001,TR_01,227.19,11.9,2.7,50.19,0.045,Industrial,None,None,Transformer
5/1/2025 4:18,SS_002,SM_01,233.11,5.29,1.23,49.85,0.0205,Commercial,Outage,Load_Balance,SmartMeter
5/1/2025 4:19,SS_001,TR_01,228.76,9.78,2.24,50.12,0.0373,Commercial,None,None,Transformer
5/1/2025 4:20,SS_001,SM_01,230.89,5.99,1.38,50.08,0.023,Commercial,Overload,Load_Balance,SmartMeter
5/1/2025 4:21,SS_001,TR_01,233.05,11.68,2.72,50.22,0.0453,Industrial,None,None,Transformer
5/1/2025 4:22,SS_002,SM_01,234.17,11.38,2.66,49.99,0.0443,Residential,None,None,SmartMeter
5/1/2025 4:23,SS_002,TR_01,221.7,11.29,2.5,50.04,0.0417,Residential,None,None,Transformer
5/1/2025 4:24,SS_001,SM_01,231.36,6.17,1.43,49.78,0.0238,Commercial,None,None,SmartMeter
5/1/2025 4:25,SS_002,SW_01,235.27,9.88,2.32,50.14,0.0387,Residential,None,None,Switch
5/1/2025 4:26,SS_002,SM_01,230.14,10.09,2.32,50.19,0.0387,Commercial,None,None,SmartMeter
5/1/2025 4:27,SS_002,TR_01,227.42,10.29,2.34,49.91,0.039,Industrial,None,None,Transformer
5/1/2025 4:28,SS_001,SW_01,227.83,9.07,2.07,50.04,0.0345,Residential,None,None,Switch
5/1/2025 4:29,SS_001,SM_01,227.61,13.77,3.13,49.82,0.0522,Residential,None,None,SmartMeter
5/1/2025 4:30,SS_001,SW_01,229.07,8.68,1.99,50.29,0.0332,Commercial,None,None,Switch
5/1/2025 4:31,SS_001,SW_01,230.98,13.1,3.03,49.7,0.0505,Commercial,None,None,Switch
5/1/2025 4:32,SS_002,TR_01,231.34,12.67,2.93,50.02,0.0488,Industrial,None,None,Transformer
5/1/2025 4:33,SS_001,TR_01,235.33,8.45,1.99,50.28,0.0332,Industrial,None,None,Transformer
5/1/2025 4:34,SS_002,SW_01,241.49,8.91,2.15,49.91,0.0358,Residential,Outage,Load_Balance,Switch
5/1/2025 4:35,SS_001,SW_01,237.27,14.74,3.5,49.9,0.0583,Commercial,None,None,Switch
5/1/2025 4:36,SS_002,SW_01,227.9,9.15,2.09,49.73,0.0348,Residential,UnderVoltage,Load_Balance,Switch
5/1/2025 4:37,SS_002,SM_01,225.41,6.99,1.58,49.85,0.0263,Commercial,None,None,SmartMeter
5/1/2025 4:38,SS_002,SM_01,229.83,10.7,2.46,50.31,0.041,Industrial,None,None,SmartMeter
5/1/2025 4:39,SS_002,SM_01,225.01,12.95,2.91,49.96,0.0485,Industrial,None,None,SmartMeter
5/1/2025 4:40,SS_002,SW_01,229.75,12.02,2.76,49.78,0.046,Residential,None,None,Switch
5/1/2025 4:41,SS_001,SM_01,231.91,10.5,2.44,50.1,0.0407,Residential,None,None,SmartMeter
5/1/2025 4:42,SS_001,TR_01,231.45,17.37,4.02,49.87,0.067,Residential,None,None,Transformer
5/1/2025 4:43,SS_002,SM_01,227.35,8.13,1.85,49.89,0.0308,Commercial,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 4:44,SS_001,SM_01,226.81,13.57,3.08,50.28,0.0513,Commercial,None,None,SmartMeter
5/1/2025 4:45,SS_002,TR_01,227.15,7.5,1.7,50.09,0.0283,Residential,None,None,Transformer
5/1/2025 4:46,SS_002,TR_01,227.24,11.9,2.7,50.04,0.045,Residential,None,None,Transformer
5/1/2025 4:47,SS_001,SW_01,222.42,14.64,3.26,50.36,0.0543,Residential,None,None,Switch
5/1/2025 4:48,SS_002,TR_01,226.94,8.84,2.01,50.06,0.0335,Industrial,None,None,Transformer
5/1/2025 4:49,SS_002,SM_01,231.67,11.98,2.78,50.4,0.0463,Residential,None,None,SmartMeter
5/1/2025 4:50,SS_001,TR_01,229.12,7.61,1.74,49.72,0.029,Commercial,None,None,Transformer
5/1/2025 4:51,SS_001,TR_01,226.35,9.9,2.24,50.36,0.0373,Commercial,UnderVoltage,Load_Balance,Transformer
5/1/2025 4:52,SS_001,SW_01,227.41,10.67,2.43,50,0.0405,Residential,None,None,Switch
5/1/2025 4:53,SS_002,SW_01,235.94,17.58,4.15,49.89,0.0692,Residential,UnderVoltage,Load_Balance,Switch
5/1/2025 4:54,SS_002,SW_01,227.55,13.13,2.99,50.14,0.0498,Commercial,None,None,Switch
5/1/2025 4:55,SS_001,TR_01,239.23,11.75,2.81,49.93,0.0468,Commercial,None,None,Transformer
5/1/2025 4:56,SS_001,SM_01,232.95,13.33,3.11,50.16,0.0518,Industrial,Outage,Load_Balance,SmartMeter
5/1/2025 4:57,SS_002,TR_01,232.54,13.2,3.07,50.23,0.0512,Residential,None,None,Transformer
5/1/2025 4:58,SS_001,SW_01,236.91,11.95,2.83,49.97,0.0472,Industrial,None,None,Switch
5/1/2025 4:59,SS_001,SW_01,230.73,13.62,3.14,49.84,0.0523,Commercial,Overload,Load_Balance,Switch
5/1/2025 5:00,SS_001,TR_01,231.84,8.82,2.04,50.01,0.034,Commercial,None,None,Transformer
5/1/2025 5:01,SS_002,TR_01,236.39,10.57,2.5,50.01,0.0417,Residential,None,None,Transformer
5/1/2025 5:02,SS_001,TR_01,223.2,12.24,2.73,50.13,0.0455,Commercial,None,None,Transformer
5/1/2025 5:03,SS_002,TR_01,240.82,9.08,2.19,50.04,0.0365,Commercial,None,None,Transformer
5/1/2025 5:04,SS_002,TR_01,231.25,14.73,3.41,49.98,0.0568,Residential,None,None,Transformer
5/1/2025 5:05,SS_002,SM_01,231.4,11.82,2.74,50.04,0.0457,Commercial,None,None,SmartMeter
5/1/2025 5:06,SS_001,TR_01,227.77,10.58,2.41,50.21,0.0402,Industrial,None,None,Transformer
5/1/2025 5:07,SS_001,SW_01,224.87,10.4,2.34,49.86,0.039,Residential,None,None,Switch
5/1/2025 5:08,SS_001,SM_01,235.98,5.43,1.28,49.89,0.0213,Residential,Outage,Load_Balance,SmartMeter
5/1/2025 5:09,SS_001,TR_01,231.89,14.7,3.41,49.99,0.0568,Industrial,None,None,Transformer
5/1/2025 5:10,SS_002,TR_01,227.22,15.64,3.55,49.71,0.0592,Commercial,Overload,Load_Balance,Transformer
5/1/2025 5:11,SS_002,SW_01,219.01,11.32,2.48,49.9,0.0413,Industrial,Outage,Load_Balance,Switch
5/1/2025 5:12,SS_001,SW_01,224.89,12.13,2.73,50.05,0.0455,Residential,None,None,Switch
5/1/2025 5:13,SS_002,SM_01,227.18,6.16,1.4,50.17,0.0233,Residential,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 5:14,SS_001,SW_01,233.25,9.7,2.26,50.37,0.0377,Commercial,None,None,Switch
5/1/2025 5:15,SS_002,SW_01,224.65,5.42,1.22,49.86,0.0203,Industrial,UnderVoltage,Load_Balance,Switch
5/1/2025 5:16,SS_002,SM_01,229.77,10.73,2.47,49.95,0.0412,Commercial,None,None,SmartMeter
5/1/2025 5:17,SS_001,SW_01,231.76,6.25,1.45,50.29,0.0242,Industrial,None,None,Switch
5/1/2025 5:18,SS_002,TR_01,229.59,13.35,3.07,50.07,0.0512,Industrial,None,None,Transformer
5/1/2025 5:19,SS_002,SW_01,232.28,11.71,2.72,50.09,0.0453,Commercial,None,None,Switch
5/1/2025 5:20,SS_002,TR_01,233.21,13.99,3.26,50.04,0.0543,Industrial,None,None,Transformer
5/1/2025 5:21,SS_002,TR_01,233.55,9.73,2.27,50.29,0.0378,Residential,None,None,Transformer
5/1/2025 5:22,SS_002,SM_01,226.62,15.4,3.49,49.99,0.0582,Industrial,None,None,SmartMeter
5/1/2025 5:23,SS_002,SW_01,222.85,10.38,2.31,49.86,0.0385,Commercial,None,None,Switch
5/1/2025 5:24,SS_001,SM_01,234.2,8.04,1.88,49.91,0.0313,Commercial,None,None,SmartMeter
5/1/2025 5:25,SS_001,TR_01,220.55,8.64,1.91,49.52,0.0318,Residential,None,None,Transformer
5/1/2025 5:26,SS_001,SM_01,222.08,12.28,2.73,50.16,0.0455,Residential,None,None,SmartMeter
5/1/2025 5:27,SS_002,SM_01,232.13,7.1,1.65,49.99,0.0275,Residential,Overload,Load_Balance,SmartMeter
5/1/2025 5:28,SS_001,TR_01,229.98,6.52,1.5,50.3,0.025,Commercial,None,None,Transformer
5/1/2025 5:29,SS_002,SW_01,234.39,9.34,2.19,50.01,0.0365,Residential,None,None,Switch
5/1/2025 5:30,SS_002,SW_01,231.04,3.87,0.89,49.95,0.0148,Commercial,Overload,Load_Balance,Switch
5/1/2025 5:31,SS_002,SM_01,226.59,7,1.59,49.94,0.0265,Commercial,None,None,SmartMeter
5/1/2025 5:32,SS_002,SM_01,238.99,11.92,2.85,49.89,0.0475,Residential,None,None,SmartMeter
5/1/2025 5:33,SS_002,TR_01,232.86,14.2,3.31,50.18,0.0552,Residential,None,None,Transformer
5/1/2025 5:34,SS_001,SW_01,230.3,8.06,1.86,50.14,0.031,Residential,None,None,Switch
5/1/2025 5:35,SS_002,TR_01,231.97,12.69,2.94,50.13,0.049,Commercial,None,None,Transformer
5/1/2025 5:36,SS_001,SW_01,235.25,8.39,1.97,50.26,0.0328,Industrial,None,None,Switch
5/1/2025 5:37,SS_002,SW_01,230.99,16.23,3.75,49.86,0.0625,Industrial,None,None,Switch
5/1/2025 5:38,SS_002,TR_01,238.68,10.59,2.53,49.87,0.0422,Residential,None,None,Transformer
5/1/2025 5:39,SS_002,SM_01,227.58,9.04,2.06,50.08,0.0343,Residential,None,None,SmartMeter
5/1/2025 5:40,SS_002,TR_01,232.61,8.28,1.93,50,0.0322,Commercial,None,None,Transformer
5/1/2025 5:41,SS_001,SW_01,240.71,15.18,3.65,50.09,0.0608,Residential,Overload,Load_Balance,Switch
5/1/2025 5:42,SS_001,SM_01,230.19,10.36,2.38,50.12,0.0397,Residential,None,None,SmartMeter
5/1/2025 5:43,SS_001,TR_01,224.89,9.23,2.08,49.67,0.0347,Commercial,None,None,Transformer
5/1/2025 5:44,SS_002,TR_01,232,11.94,2.77,49.9,0.0462,Residential,None,None,Transformer
5/1/2025 5:45,SS_001,SW_01,237.87,6.32,1.5,49.71,0.025,Residential,None,None,Switch
5/1/2025 5:46,SS_002,SW_01,231.12,13.14,3.04,50.34,0.0507,Commercial,UnderVoltage,Load_Balance,Switch
5/1/2025 5:47,SS_001,SM_01,227.71,13.24,3.01,49.99,0.0502,Commercial,None,None,SmartMeter
5/1/2025 5:48,SS_002,TR_01,229.14,12.65,2.9,50.13,0.0483,Industrial,None,None,Transformer
5/1/2025 5:49,SS_002,SM_01,222.12,14.43,3.21,50.28,0.0535,Commercial,None,None,SmartMeter
5/1/2025 5:50,SS_002,SM_01,226.87,11.19,2.54,50.1,0.0423,Industrial,None,None,SmartMeter
5/1/2025 5:51,SS_001,TR_01,231.3,8.35,1.93,49.87,0.0322,Commercial,None,None,Transformer
5/1/2025 5:52,SS_002,TR_01,229.87,13.52,3.11,50.11,0.0518,Commercial,None,None,Transformer
5/1/2025 5:53,SS_001,TR_01,228.15,12.32,2.81,49.43,0.0468,Commercial,None,None,Transformer
5/1/2025 5:54,SS_001,SM_01,235.74,4.78,1.13,49.93,0.0188,Residential,None,None,SmartMeter
5/1/2025 5:55,SS_002,SW_01,224.4,6.12,1.37,50.23,0.0228,Residential,None,None,Switch
5/1/2025 5:56,SS_001,SW_01,227.66,11.04,2.51,49.99,0.0418,Industrial,None,None,Switch
5/1/2025 5:57,SS_002,TR_01,232.39,10.23,2.38,49.74,0.0397,Residential,None,None,Transformer
5/1/2025 5:58,SS_001,SM_01,234.98,8.52,2,49.69,0.0333,Commercial,None,None,SmartMeter
5/1/2025 5:59,SS_001,SM_01,227.86,14.5,3.3,50.17,0.055,Commercial,None,None,SmartMeter
5/1/2025 6:00,SS_001,SW_01,228.26,8.95,2.04,49.94,0.034,Commercial,None,None,Switch
5/1/2025 6:01,SS_001,SW_01,240.38,11.15,2.68,50.09,0.0447,Commercial,Outage,Load_Balance,Switch
5/1/2025 6:02,SS_002,SW_01,235.15,10.72,2.52,49.95,0.042,Residential,None,None,Switch
5/1/2025 6:03,SS_002,SM_01,229.02,9.79,2.24,49.99,0.0373,Residential,None,None,SmartMeter
5/1/2025 6:04,SS_001,SW_01,233.64,10.16,2.37,50.15,0.0395,Residential,None,None,Switch
5/1/2025 6:05,SS_001,SW_01,229.6,10.24,2.35,49.6,0.0392,Residential,Outage,Load_Balance,Switch
5/1/2025 6:06,SS_001,SM_01,234.58,11.04,2.59,50.2,0.0432,Residential,None,None,SmartMeter
5/1/2025 6:07,SS_001,SW_01,215.52,16.27,3.51,49.97,0.0585,Residential,None,None,Switch
5/1/2025 6:08,SS_001,TR_01,235.54,6.88,1.62,50.12,0.027,Commercial,None,None,Transformer
5/1/2025 6:09,SS_002,SW_01,224.73,8.13,1.83,50.38,0.0305,Industrial,None,None,Switch
5/1/2025 6:10,SS_001,SM_01,229.05,10.65,2.44,50.17,0.0407,Residential,None,None,SmartMeter
5/1/2025 6:11,SS_002,SW_01,232.48,10.45,2.43,50.07,0.0405,Industrial,None,None,Switch
5/1/2025 6:12,SS_002,SM_01,242.02,9.83,2.38,50.04,0.0397,Commercial,None,None,SmartMeter
5/1/2025 6:13,SS_002,SW_01,235.25,13.32,3.13,50.24,0.0522,Residential,None,None,Switch
5/1/2025 6:14,SS_002,TR_01,233.19,6.57,1.53,50.33,0.0255,Residential,None,None,Transformer
5/1/2025 6:15,SS_002,SM_01,224.27,10.91,2.45,49.85,0.0408,Residential,None,None,SmartMeter
5/1/2025 6:16,SS_001,TR_01,229.68,10.99,2.52,50.06,0.042,Industrial,None,None,Transformer
5/1/2025 6:17,SS_002,TR_01,232.11,14.84,3.44,50.09,0.0573,Industrial,Overload,Load_Balance,Transformer
5/1/2025 6:18,SS_002,TR_01,228.78,12.89,2.95,50.24,0.0492,Commercial,Overload,Load_Balance,Transformer
5/1/2025 6:19,SS_001,SW_01,223.86,11.79,2.64,50.14,0.044,Industrial,None,None,Switch
5/1/2025 6:20,SS_002,SM_01,228.51,14.13,3.23,49.97,0.0538,Commercial,None,None,SmartMeter
5/1/2025 6:21,SS_002,SM_01,230.63,9.48,2.19,50,0.0365,Commercial,None,None,SmartMeter
5/1/2025 6:22,SS_001,TR_01,224.52,5.68,1.28,50.32,0.0213,Residential,None,None,Transformer
5/1/2025 6:23,SS_001,TR_01,225.77,7.03,1.59,49.57,0.0265,Industrial,None,None,Transformer
5/1/2025 6:24,SS_001,TR_01,226.81,6.03,1.37,50.33,0.0228,Commercial,None,None,Transformer
5/1/2025 6:25,SS_002,SM_01,235.05,7.94,1.87,50.45,0.0312,Residential,None,None,SmartMeter
5/1/2025 6:26,SS_001,TR_01,234.91,9.03,2.12,49.5,0.0353,Industrial,None,None,Transformer
5/1/2025 6:27,SS_002,TR_01,241.45,5.83,1.41,49.67,0.0235,Industrial,None,None,Transformer
5/1/2025 6:28,SS_002,TR_01,235.11,17.32,4.07,50.28,0.0678,Industrial,None,None,Transformer
5/1/2025 6:29,SS_002,TR_01,232.82,11.78,2.74,50.17,0.0457,Residential,None,None,Transformer
5/1/2025 6:30,SS_001,SM_01,233.79,10.84,2.53,50.02,0.0422,Commercial,None,None,SmartMeter
5/1/2025 6:31,SS_002,SM_01,229.69,7.74,1.78,49.94,0.0297,Residential,None,None,SmartMeter
5/1/2025 6:32,SS_001,SM_01,221.54,9.7,2.15,49.8,0.0358,Commercial,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 6:33,SS_002,SM_01,224.48,10.54,2.37,50.28,0.0395,Industrial,None,None,SmartMeter
5/1/2025 6:34,SS_001,SW_01,234.59,5.29,1.24,49.8,0.0207,Residential,None,None,Switch
5/1/2025 6:35,SS_002,TR_01,234.7,7.05,1.65,49.96,0.0275,Residential,None,None,Transformer
5/1/2025 6:36,SS_001,SW_01,232.75,7.09,1.65,50.02,0.0275,Industrial,None,None,Switch
5/1/2025 6:37,SS_002,SW_01,223.33,8.2,1.83,50.06,0.0305,Residential,Overload,Load_Balance,Switch
5/1/2025 6:38,SS_001,SW_01,222.04,11.32,2.51,50,0.0418,Industrial,None,None,Switch
5/1/2025 6:39,SS_001,SW_01,232.76,10.67,2.48,50.27,0.0413,Industrial,None,None,Switch
5/1/2025 6:40,SS_002,SW_01,230.63,8.71,2.01,50.02,0.0335,Commercial,None,None,Switch
5/1/2025 6:41,SS_002,TR_01,232.72,10.15,2.36,50.01,0.0393,Commercial,None,None,Transformer
5/1/2025 6:42,SS_002,SW_01,226.49,8.01,1.81,49.72,0.0302,Commercial,None,None,Switch
5/1/2025 6:43,SS_001,SW_01,238.75,6.27,1.5,49.86,0.025,Residential,None,None,Switch
5/1/2025 6:44,SS_002,SW_01,226.41,12.68,2.87,49.94,0.0478,Industrial,None,None,Switch
5/1/2025 6:45,SS_002,SW_01,236.24,7.98,1.89,50.06,0.0315,Industrial,None,None,Switch
5/1/2025 6:46,SS_001,SM_01,225.82,16.44,3.71,49.76,0.0618,Commercial,None,None,SmartMeter
5/1/2025 6:47,SS_002,SW_01,231.55,11.9,2.76,50.08,0.046,Industrial,None,None,Switch
5/1/2025 6:48,SS_002,SM_01,229.07,9.61,2.2,50.01,0.0367,Industrial,None,None,SmartMeter
5/1/2025 6:49,SS_002,SW_01,229.26,12.89,2.96,50.44,0.0493,Residential,None,None,Switch
5/1/2025 6:50,SS_002,TR_01,227.21,5.89,1.34,49.98,0.0223,Industrial,None,None,Transformer
5/1/2025 6:51,SS_002,SW_01,242.9,7.59,1.84,50.33,0.0307,Industrial,None,None,Switch
5/1/2025 6:52,SS_001,SW_01,238.39,8.34,1.99,50.11,0.0332,Residential,None,None,Switch
5/1/2025 6:53,SS_001,SM_01,238.14,8.86,2.11,49.96,0.0352,Commercial,None,None,SmartMeter
5/1/2025 6:54,SS_001,SW_01,227.09,6.96,1.58,49.87,0.0263,Commercial,Overload,Load_Balance,Switch
5/1/2025 6:55,SS_001,TR_01,223.88,10.1,2.26,49.85,0.0377,Commercial,Outage,Load_Balance,Transformer
5/1/2025 6:56,SS_001,SW_01,231.17,5.33,1.23,50.07,0.0205,Industrial,None,None,Switch
5/1/2025 6:57,SS_001,SW_01,234.17,4.02,0.94,50.07,0.0157,Residential,None,None,Switch
5/1/2025 6:58,SS_001,SW_01,236.14,6.37,1.5,50.33,0.025,Industrial,None,None,Switch
5/1/2025 6:59,SS_002,SM_01,232.1,7.88,1.83,49.99,0.0305,Residential,None,None,SmartMeter
5/1/2025 7:00,SS_002,SM_01,232.79,10.23,2.38,50.11,0.0397,Commercial,None,None,SmartMeter
5/1/2025 7:01,SS_002,TR_01,225.4,10.51,2.37,49.72,0.0395,Residential,None,None,Transformer
5/1/2025 7:02,SS_001,TR_01,229.44,7.29,1.67,49.85,0.0278,Residential,None,None,Transformer
5/1/2025 7:03,SS_001,SM_01,236.18,13.27,3.13,50.12,0.0522,Residential,None,None,SmartMeter
5/1/2025 7:04,SS_002,TR_01,224.54,9.05,2.03,50.24,0.0338,Residential,None,None,Transformer
5/1/2025 7:05,SS_002,SW_01,230.71,16.96,3.91,50.08,0.0652,Commercial,None,None,Switch
5/1/2025 7:06,SS_002,SW_01,230.96,9.07,2.09,50.03,0.0348,Residential,None,None,Switch
5/1/2025 7:07,SS_001,TR_01,229.24,12.12,2.78,50.19,0.0463,Industrial,None,None,Transformer
5/1/2025 7:08,SS_001,TR_01,226.07,6.01,1.36,49.63,0.0227,Industrial,None,None,Transformer
5/1/2025 7:09,SS_002,SW_01,232.54,6.69,1.56,49.57,0.026,Commercial,None,None,Switch
5/1/2025 7:10,SS_002,TR_01,231.94,17.48,4.05,50,0.0675,Commercial,None,None,Transformer
5/1/2025 7:11,SS_002,SW_01,234.19,10.25,2.4,49.98,0.04,Commercial,None,None,Switch
5/1/2025 7:12,SS_001,TR_01,234.6,9.13,2.14,50.05,0.0357,Residential,None,None,Transformer
5/1/2025 7:13,SS_001,SW_01,231.61,8,1.85,50.2,0.0308,Industrial,None,None,Switch
5/1/2025 7:14,SS_002,TR_01,229.13,7.73,1.77,50.11,0.0295,Commercial,None,None,Transformer
5/1/2025 7:15,SS_002,TR_01,225.51,10.08,2.27,50,0.0378,Industrial,None,None,Transformer
5/1/2025 7:16,SS_001,TR_01,235.43,11.42,2.69,49.99,0.0448,Industrial,None,None,Transformer
5/1/2025 7:17,SS_002,TR_01,234.09,14.17,3.32,50.11,0.0553,Residential,None,None,Transformer
5/1/2025 7:18,SS_002,TR_01,230.05,6.06,1.39,49.79,0.0232,Commercial,None,None,Transformer
5/1/2025 7:19,SS_002,TR_01,228.47,8.17,1.87,49.96,0.0312,Commercial,None,None,Transformer
5/1/2025 7:20,SS_001,TR_01,230.28,11.59,2.67,49.99,0.0445,Industrial,None,None,Transformer
5/1/2025 7:21,SS_002,TR_01,232.43,10.19,2.37,49.6,0.0395,Industrial,None,None,Transformer
5/1/2025 7:22,SS_002,SW_01,225.3,9.57,2.16,49.76,0.036,Industrial,None,None,Switch
5/1/2025 7:23,SS_001,SM_01,233,14.59,3.4,50.24,0.0567,Residential,None,None,SmartMeter
5/1/2025 7:24,SS_001,SW_01,228.93,14.47,3.31,50.03,0.0552,Commercial,None,None,Switch
5/1/2025 7:25,SS_001,SW_01,228.31,8.16,1.86,49.94,0.031,Industrial,None,None,Switch
5/1/2025 7:26,SS_001,SW_01,228.06,10.51,2.4,50.03,0.04,Commercial,None,None,Switch
5/1/2025 7:27,SS_001,TR_01,230.02,11.31,2.6,50.24,0.0433,Residential,None,None,Transformer
5/1/2025 7:28,SS_002,SW_01,234.75,5.55,1.3,49.49,0.0217,Residential,None,None,Switch
5/1/2025 7:29,SS_001,SM_01,234.67,5.9,1.38,49.96,0.023,Industrial,None,None,SmartMeter
5/1/2025 7:30,SS_001,SW_01,224.15,4.59,1.03,50.11,0.0172,Industrial,Outage,Load_Balance,Switch
5/1/2025 7:31,SS_002,SW_01,233.8,8.27,1.93,49.48,0.0322,Industrial,UnderVoltage,Load_Balance,Switch
5/1/2025 7:32,SS_001,SM_01,227.27,11.18,2.54,49.7,0.0423,Commercial,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 7:33,SS_002,SM_01,230.92,9.95,2.3,50.12,0.0383,Commercial,None,None,SmartMeter
5/1/2025 7:34,SS_002,SW_01,230.6,7.08,1.63,50.24,0.0272,Commercial,None,None,Switch
5/1/2025 7:35,SS_001,SM_01,229.21,9.92,2.27,49.81,0.0378,Industrial,None,None,SmartMeter
5/1/2025 7:36,SS_001,TR_01,227.78,7.35,1.67,49.97,0.0278,Residential,None,None,Transformer
5/1/2025 7:37,SS_001,TR_01,238.56,5.88,1.4,49.68,0.0233,Industrial,Outage,Load_Balance,Transformer
5/1/2025 7:38,SS_001,SW_01,237.36,9.37,2.22,49.87,0.037,Industrial,None,None,Switch
5/1/2025 7:39,SS_001,SW_01,235.2,8.18,1.92,50.37,0.032,Residential,None,None,Switch
5/1/2025 7:40,SS_002,SM_01,233.39,8.54,1.99,50.43,0.0332,Industrial,None,None,SmartMeter
5/1/2025 7:41,SS_002,TR_01,226.97,12.23,2.78,50.06,0.0463,Industrial,None,None,Transformer
5/1/2025 7:42,SS_002,SW_01,236.51,14.68,3.47,50.01,0.0578,Industrial,None,None,Switch
5/1/2025 7:43,SS_001,SW_01,226.23,11.38,2.57,49.86,0.0428,Commercial,None,None,Switch
5/1/2025 7:44,SS_002,TR_01,240.07,10.41,2.5,49.93,0.0417,Industrial,None,None,Transformer
5/1/2025 7:45,SS_001,SM_01,230.92,5.96,1.38,49.81,0.023,Residential,None,None,SmartMeter
5/1/2025 7:46,SS_001,SM_01,236,8.03,1.9,49.79,0.0317,Commercial,None,None,SmartMeter
5/1/2025 7:47,SS_002,SM_01,232.68,13.56,3.16,50.14,0.0527,Residential,UnderVoltage,Load_Balance,SmartMeter
5/1/2025 7:48,SS_001,TR_01,234.98,7.73,1.82,49.72,0.0303,Residential,None,None,Transformer
5/1/2025 7:49,SS_001,SW_01,237.51,9.03,2.14,49.95,0.0357,Industrial,None,None,Switch
5/1/2025 7:50,SS_001,TR_01,236.64,11.67,2.76,50.09,0.046,Commercial,None,None,Transformer
5/1/2025 7:51,SS_002,SM_01,240.83,8.07,1.94,50.19,0.0323,Industrial,None,None,SmartMeter
5/1/2025 7:52,SS_001,SM_01,230.29,10.81,2.49,50.31,0.0415,Residential,None,None,SmartMeter
5/1/2025 7:53,SS_002,SM_01,232.54,11.61,2.7,50.21,0.045,Residential,None,None,SmartMeter
5/1/2025 7:54,SS_002,SW_01,228.18,7.48,1.71,49.79,0.0285,Residential,None,None,Switch
5/1/2025 7:55,SS_002,SW_01,220.17,16.17,3.56,49.78,0.0593,Commercial,None,None,Switch
5/1/2025 7:56,SS_002,SW_01,228.89,9.17,2.1,50.06,0.035,Commercial,None,None,Switch
5/1/2025 7:57,SS_001,SM_01,234.08,12.58,2.94,49.88,0.049,Industrial,None,None,SmartMeter
5/1/2025 7:58,SS_001,SW_01,229.16,10.85,2.49,49.95,0.0415,Industrial,None,None,Switch
5/1/2025 7:59,SS_002,TR_01,238.04,11.47,2.73,50.15,0.0455,Commercial,Outage,Load_Balance,Transformer
5/1/2025 8:00,SS_002,SW_01,233.31,13.52,3.15,50.04,0.0525,Industrial,Outage,Load_Balance,Switch
5/1/2025 8:01,SS_002,SW_01,223.52,11.2,2.5,49.87,0.0417,Industrial,None,None,Switch
5/1/2025 8:02,SS_002,TR_01,227.36,11.76,2.67,50.25,0.0445,Industrial,None,None,Transformer
5/1/2025 8:03,SS_002,SM_01,230.11,10.93,2.52,50.34,0.042,Commercial,Overload,Load_Balance,SmartMeter
5/1/2025 8:04,SS_002,TR_01,231.2,17.81,4.12,50.11,0.0687,Commercial,None,None,Transformer
5/1/2025 8:05,SS_002,TR_01,221.2,12.26,2.71,50.08,0.0452,Residential,None,None,Transformer
5/1/2025 8:06,SS_001,SW_01,236.45,12.02,2.84,49.97,0.0473,Residential,None,None,Switch
5/1/2025 8:07,SS_002,SW_01,223.88,9.37,2.1,49.83,0.035,Commercial,None,None,Switch
